sqlite> select param_min_leaf, param_initial_leaf, param_max_leaf, param_chunk_size, avg(time), space, space / 1000000.0, avg(time) / 3609.0, space / 4711232.0, 0.45 * (avg(time) / 3609.0) + 0.55 * (space / 4711232.0) from bp_results group by param_min_leaf, param_initial_leaf, param_max_leaf, param_chunk_size;

 1  |   2 |   4 |  1 |   3609.0 | 46403904 | 46.403904 |  1.0              | 9.84963253773111 |  5.86729789575211
 2  |   4 |   8 |  1 |   3653.8 | 24423744 | 24.423744 |  1.01241341091715 | 5.1841522557157  |  3.30686977555635
 2  |   4 |   8 |  2 |   4658.2 | 22252864 | 22.252864 |  1.29071765031865 | 4.72336407971418 |  3.17867318648619
 4  |   8 |  16 |  1 |   4058.6 | 15809696 | 15.809696 |  1.1245774452757  | 3.35574558841509 |  2.35171992400236
 4  |   8 |  16 |  2 |   5731.2 | 13736160 | 13.73616  |  1.58802992518703 | 2.91561952372543 |  2.31820420438315
 4  |   8 |  16 |  4 |   8886.8 | 12699424 | 12.699424 |  2.4623995566639  | 2.69556328365914 |  2.59063960651128
 8  |  16 |  32 |  1 |   5159.0 | 11823168 | 11.823168 |  1.42948185092824 | 2.5095703204597  |  2.02353050917054 (*)
 8  |  16 |  32 |  2 |   8098.0 |  9788800 |  9.7888   |  2.24383485730119 | 2.07775800470026 |  2.15249258837068
 8  |  16 |  32 |  4 |  13824.0 |  8771648 |  8.771648 |  3.83042394014963 | 1.86185863909907 |  2.74771302457182
 8  |  16 |  32 |  8 |  23817.4 |  8263040 |  8.26304  |  6.59944582986977 | 1.75390216401994 |  3.93439681365236
 16 |  32 |  64 |  1 |   7518.0 |  9892544 |  9.892544 |  2.0831255195345  | 2.09977857171967 |  2.09228469823634
 16 |  32 |  64 |  2 |  12910.8 |  7875968 |  7.875968 |  3.57738985868662 | 1.67174276282722 |  2.52928395596395
 16 |  32 |  64 |  4 |  23899.8 |  6867648 |  6.867648 |  6.62227763923525 | 1.45771806610245 |  3.78176987401221
 16 |  32 |  64 |  8 |  43100.2 |  6363456 |  6.363456 | 11.9424217234691  | 1.35069892546154 |  6.11697418456494
 16 |  32 |  64 | 16 |  85860.6 |  6111424 |  6.111424 | 23.7906899418121  | 1.29720293969815 | 11.4192720906494
 32 |  64 | 128 |  1 |  12612.0 |  8941888 |  8.941888 |  3.49459684123026 | 1.89799356091995 |  2.61646503705959
 32 |  64 | 128 |  2 |  22971.8 |  6933760 |  6.93376  |  6.36514269880853 | 1.47175091356146 |  3.67377721692264
 32 |  64 | 128 |  4 |  44258.2 |  5929664 |  5.929664 | 12.2632862288723  | 1.25862279760368 |  6.21072134167454
 32 |  64 | 128 |  8 |  81951.4 |  5427648 |  5.427648 | 22.7075090052646  | 1.15206553190333 | 10.8520150949159
 32 |  64 | 128 | 16 | 166228.4 |  5176576 |  5.176576 | 46.0594070379607  | 1.09877331449608 | 21.3310584900551
 64 | 128 | 256 |  1 |  22916.2 |  8468800 |  8.4688   |  6.34973676918814 | 1.79757651501773 |  3.84604862939441
 64 | 128 | 256 |  2 |  43095.8 |  6464768 |  6.464768 | 11.9412025491826  | 1.37220327931208 |  6.12825295075381
 64 | 128 | 256 |  4 |  85065.2 |  5462720 |  5.46272  | 23.5702964810197  | 1.15950986918072 | 11.2443638445082
 64 | 128 | 256 |  8 | 159956.8 |  4961728 |  4.961728 | 44.3216403435855  | 1.05316995639357 | 20.5239816306299
 64 | 128 | 256 | 16 | 327873.6 |  4711232 |  4.711232 | 90.8488778054863  | 1.0              | 41.4319950124688
